"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10"
"p11945",54,82,80,62,54,39,36,45,47,37
"p11946",57,80,74,63,58,70,53,46,41,34
"p11947",56,83,84,63,69,57,55,37,33,30
"p11948",75,71,79,67,43,56,43,47,43,42
"p11949",50,87,68,80,59,60,44,46,46,35
"p11950",59,77,66,68,51,56,51,39,36,39
"p11951",65,77,65,86,57,56,41,45,42,40
"p11952",44,83,61,81,40,57,46,47,40,39
"p11953",52,77,71,73,62,48,46,49,32,32
"p11954",50,91,94,73,62,46,54,43,36,30
"p11955",58,83,73,64,61,54,41,50,40,36
"p11956",64,70,95,62,64,64,65,47,40,38
"p11957",68,76,73,69,71,65,50,40,40,45
"p11958",58,98,69,57,61,53,54,39,32,39
"p11959",57,75,81,66,65,51,45,47,33,35
"p11960",62,90,66,64,52,55,39,39,41,42
"p11961",60,96,59,72,39,47,46,51,40,46
"p11962",47,86,80,48,55,53,56,50,25,31
"p11963",74,83,68,71,50,62,51,63,44,31
"p11964",67,75,69,71,45,52,54,41,45,27
"p11965",60,80,87,68,59,53,53,37,49,41
"p11966",57,78,81,71,63,63,48,44,42,40
"p11967",40,93,76,60,60,57,42,38,38,30
"p11968",71,105,69,75,59,53,54,44,38,36
"p11969",52,95,80,72,51,50,44,48,36,62
"p11970",58,91,82,53,55,57,41,49,37,41
"p11971",58,75,79,59,54,58,43,37,38,44
"p11972",69,66,87,66,55,59,50,36,43,40
"p11973",59,75,67,73,60,51,55,40,34,35
"p11974",68,95,65,68,69,67,47,41,43,32
"p11975",57,83,81,56,59,64,60,56,38,35
"p11976",42,62,65,72,52,56,65,46,41,26
"p11977",64,108,67,71,56,57,47,32,41,32
"p11978",58,80,72,58,61,67,54,43,39,36
"p11979",59,84,79,65,56,63,57,43,33,49
"p11980",59,71,57,79,60,56,44,48,37,39
"p11981",59,92,77,65,59,61,62,42,29,35
"p11982",60,99,66,71,54,54,40,44,51,43
"p11983",53,72,69,54,54,66,48,44,53,31
"p11984",68,84,75,63,55,60,39,46,36,32
"p11985",66,84,77,61,57,60,57,39,44,27
"p11986",64,78,61,78,68,53,43,44,42,48
"p11987",73,70,81,65,63,72,62,41,31,31
"p11988",63,81,80,58,53,58,41,57,54,37
"p11989",58,84,70,71,75,54,54,44,41,30
"p11990",62,84,76,67,53,61,54,54,32,46
"p11991",56,76,71,76,70,46,52,44,42,31
"p11992",51,91,81,75,61,37,49,36,43,41
"p11993",65,77,64,68,46,53,48,48,37,35
"p11994",69,97,76,77,65,50,55,45,31,50
"p11995",58,83,81,67,60,51,41,30,43,26
"p11996",57,88,78,62,61,44,53,53,40,40
"p11997",50,73,72,58,59,49,53,41,37,34
"p11998",57,85,79,79,70,48,53,54,48,46
"p11999",66,74,74,65,64,52,44,58,45,47
"p12000",68,81,82,72,56,58,53,42,29,26
"p12001",80,56,27,25,17,12,11,3,3,1
"p12002",79,54,30,16,15,7,7,3,1,2
"p12003",89,52,41,12,12,14,8,4,5,1
"p12004",57,83,84,56,55,61,58,46,45,32
"p12005",90,45,38,14,11,14,7,1,1,0
"p12006",63,80,59,66,69,57,55,32,38,47
"p12007",98,44,33,21,17,8,3,3,1,1
"p12008",90,49,33,16,10,12,7,4,3,1
"p12009",75,93,65,56,48,52,41,42,39,30
"p12010",83,49,22,15,14,8,10,2,4,2
"p12011",99,38,42,27,12,6,5,6,4,1
"p12012",58,82,78,71,65,60,49,50,40,31
"p12013",48,83,70,63,65,49,50,45,41,42
"p12014",85,52,35,21,12,12,8,4,2,3
"p12015",65,68,73,64,63,68,57,40,34,42
"p12016",61,83,81,62,53,52,47,48,47,30
"p12017",63,74,69,73,71,61,46,45,37,41
"p12018",69,83,81,79,59,53,52,30,38,30
"p12019",103,47,21,23,8,8,5,7,5,2
"p12020",69,37,28,23,18,10,5,0,3,0
"p12021",74,47,30,11,7,11,4,4,1,2
"p12022",60,87,62,77,55,67,45,50,37,45
"p12023",87,43,28,21,12,8,4,3,4,3
"p12024",113,47,25,24,15,5,4,2,2,0
"p12025",70,63,80,71,64,67,40,54,47,32
"p12026",54,88,75,78,67,53,41,37,38,39
"p12027",87,36,27,17,13,9,5,6,4,3
"p12028",94,37,44,21,16,10,7,6,5,2
"p12029",105,46,39,22,16,10,3,2,3,2
"p12030",59,76,69,58,53,55,52,49,43,24
"p12031",58,72,63,62,68,52,40,43,33,41
"p12032",63,67,69,58,51,47,50,52,47,39
"p12033",70,81,69,63,67,53,53,45,49,43
"p12034",62,100,74,67,66,61,61,39,34,42
"p12035",86,44,27,19,11,6,6,2,4,4
"p12036",62,73,80,75,57,55,55,45,36,43
"p12037",64,84,85,58,74,53,56,42,49,40
"p12038",106,37,25,21,14,9,6,5,3,3
"p12039",81,57,29,22,14,5,7,4,4,1
"p12040",99,47,32,13,11,4,10,3,0,0
"p12041",89,39,29,14,9,9,6,2,1,5
"p12042",90,51,30,23,18,9,5,4,4,0
"p12043",95,47,32,21,14,8,6,1,1,2
"p12044",50,89,66,62,61,48,49,36,45,35
"p12045",86,52,33,15,14,7,6,3,4,0
"p12046",64,79,79,54,61,41,46,35,39,25
"p12047",86,42,31,15,17,13,3,5,3,0
"p12048",61,79,77,67,65,55,49,51,35,32
"p12049",90,43,32,24,12,11,9,4,2,4
"p12050",65,83,66,71,80,55,49,35,41,48
"p12051",84,43,37,26,13,8,11,3,2,0
"p12052",54,78,77,71,71,49,46,37,42,34
"p12053",66,97,75,63,68,77,46,56,39,30
"p12054",80,31,24,18,11,9,7,3,4,1
"p12055",101,32,45,25,14,9,4,2,2,1
"p12056",93,42,33,15,14,8,4,7,1,1
"p12057",57,69,78,68,44,48,45,46,33,31
"p12058",61,65,70,65,60,51,49,47,32,33
"p12059",60,45,22,16,12,12,3,4,2,1
"p12060",93,48,31,16,13,10,5,6,4,1
"p12061",92,42,40,20,11,13,6,4,4,0
"p12062",71,48,30,17,15,9,8,6,3,5
"p12063",44,73,80,61,76,53,57,36,43,31
"p12064",90,57,24,28,11,10,5,6,4,2
"p12065",72,33,30,21,17,12,6,3,6,0
"p12066",68,89,75,63,57,64,44,54,32,28
"p12067",57,75,71,62,60,56,48,44,31,46
"p12068",55,81,57,72,67,63,49,26,40,49
"p12069",70,77,92,67,68,42,57,46,36,35
"p12070",74,37,32,15,14,7,7,4,3,4
"p12071",97,53,32,28,21,12,6,3,4,2
"p12072",54,92,80,61,69,59,47,48,40,30
"p12073",62,83,79,49,64,59,45,59,34,32
"p12074",69,83,72,51,58,73,57,43,50,41
"p12075",53,82,62,74,46,56,56,40,34,30
"p12076",101,55,29,23,8,4,3,3,5,4
"p12077",47,69,74,59,55,61,35,32,49,39
"p12078",57,91,78,52,54,53,46,33,49,46
"p12079",97,44,23,19,14,12,8,5,6,1
"p12080",70,89,70,99,68,58,34,45,42,30
"p12081",59,75,84,64,46,54,52,53,41,36
"p12082",60,91,79,72,60,51,51,51,42,46
"p12083",50,73,68,67,62,54,63,40,40,39
"p12084",55,85,80,77,46,58,55,50,41,41
"p12085",94,46,16,20,7,9,8,2,3,0
"p12086",55,72,85,59,59,61,58,39,39,39
"p12087",80,44,42,21,15,11,6,1,2,3
"p12088",66,84,65,66,54,49,51,46,38,36
"p12089",52,75,68,73,61,47,46,38,50,36
"p12090",75,51,27,19,25,14,4,5,4,1
"p12091",91,52,27,31,7,7,5,3,4,1
"p12092",96,48,31,20,7,9,6,2,6,1
"p12093",77,41,36,19,16,10,6,3,2,2
"p12094",76,26,36,20,12,9,10,4,3,1
"p12095",93,39,27,21,20,10,3,4,2,0
"p12096",87,45,32,16,8,13,4,1,4,3
"p12097",106,42,25,20,9,12,5,4,3,0
"p12098",50,83,62,66,61,46,48,47,40,37
"p12099",85,39,28,19,16,11,7,6,6,1
"p12100",97,45,30,25,14,14,5,5,4,0
"p12101",56,83,88,63,60,62,41,36,37,47
"p12102",55,83,83,70,59,64,50,41,49,38
"p12103",89,33,29,26,15,12,9,7,2,1
"p12104",67,90,60,71,64,60,49,47,47,35
"p12105",95,38,42,15,11,16,6,7,1,1
"p12106",52,85,71,58,53,53,44,46,39,37
"p12107",94,50,26,21,11,9,5,2,1,1
"p12108",94,34,32,15,21,15,7,8,4,3
"p12109",84,39,30,20,17,5,4,8,1,2
"p12110",71,99,71,63,56,64,48,61,48,33
"p12111",72,73,83,66,60,56,54,43,36,33
"p12112",97,37,26,13,13,7,9,5,2,1
"p12113",68,96,77,63,61,64,43,49,36,28
"p12114",110,40,43,31,21,8,4,10,2,5
"p12115",81,46,28,28,17,10,6,8,1,0
"p12116",80,43,23,25,9,16,4,6,2,3
"p12117",83,38,26,16,11,6,5,2,3,1
"p12118",101,46,28,20,22,8,9,2,0,4
"p12119",92,48,23,21,15,8,7,2,1,0
"p12120",72,74,77,53,65,54,44,37,43,31
"p12121",90,41,27,25,10,9,5,4,5,2
"p12122",52,85,70,63,78,58,46,47,37,29
"p12123",118,42,22,24,15,9,15,3,1,4
"p12124",63,75,77,57,63,55,34,32,45,42
"p12125",65,66,64,70,63,46,47,45,50,30
"p12126",73,34,19,17,12,15,7,5,2,3
"p12127",84,51,33,16,9,7,5,2,1,4
"p12128",93,50,27,20,7,8,4,4,3,2
"p12129",68,93,73,66,68,55,52,42,46,43
"p12130",102,52,22,18,18,12,10,3,5,1
"p12131",67,82,84,68,60,52,50,33,41,27
"p12132",42,90,81,73,69,64,57,46,38,34
"p12133",61,102,61,82,49,45,50,45,31,35
"p12134",71,37,24,13,11,10,4,5,1,4
"p12135",48,85,64,72,62,60,49,41,37,28
"p12136",62,69,76,73,66,51,55,46,39,32
"p12137",82,36,23,22,10,9,10,3,1,3
"p12138",78,41,32,23,17,11,5,1,4,2
"p12139",115,33,40,18,16,8,5,7,0,0
"p12140",93,60,40,25,12,14,7,6,4,3
"p12141",50,97,91,62,59,52,40,39,43,42
"p12142",96,45,26,22,12,8,5,5,3,4
"p12143",59,85,80,66,52,52,51,38,49,29
"p12144",67,69,62,64,57,53,59,37,36,32
"p12145",54,82,83,71,62,59,61,37,37,39
"p12146",79,47,23,19,10,10,8,1,3,2
"p12147",88,33,29,20,12,5,4,5,3,1
"p12148",104,47,40,23,20,9,8,3,5,1
"p12149",65,84,83,51,52,64,62,47,41,35
"p12150",86,50,22,21,18,9,6,4,1,2
"p12151",87,48,32,20,13,8,6,3,3,3
"p12152",66,94,82,75,73,43,55,45,36,32
"p12153",74,48,27,22,19,13,6,2,1,1
"p12154",73,53,39,17,13,13,5,7,2,2
"p12155",84,42,37,29,20,9,7,3,3,3
"p12156",92,39,29,25,10,10,6,3,3,2
"p12157",51,79,67,63,68,57,50,54,51,29
"p12158",62,104,69,67,54,59,45,51,42,37
"p12159",66,83,84,76,51,55,55,37,53,40
"p12160",72,93,57,56,54,57,51,48,42,34
"p12161",56,85,76,80,52,50,54,41,44,37
"p12162",73,96,55,72,58,49,53,51,42,29
"p12163",66,93,72,85,60,62,59,48,42,30
"p12164",94,44,30,17,15,10,11,0,0,5
"p12165",70,89,89,62,43,62,55,41,32,40
"p12166",54,84,74,64,53,55,46,47,35,37
"p12167",66,59,76,68,56,52,45,53,38,40
"p12168",111,48,28,18,15,6,7,5,4,3
"p12169",75,82,67,65,55,66,53,44,47,44
"p12170",84,44,23,19,16,9,8,2,1,3
"p12171",101,40,35,23,12,11,8,5,4,2
"p12172",104,47,29,27,22,8,7,6,4,2
"p12173",55,88,81,74,56,53,49,62,29,34
"p12174",84,39,32,19,19,8,4,3,3,0
"p12175",54,76,72,67,60,64,49,40,36,36
"p12176",91,45,34,18,18,8,6,2,3,4
"p12177",79,46,25,16,12,7,7,4,0,2
"p12178",67,87,78,90,52,45,50,39,44,40
"p12179",87,44,23,17,18,9,7,6,5,0
"p12180",95,36,32,28,13,5,7,6,4,1
"p12181",94,47,32,22,10,7,7,5,1,2
"p12182",86,38,34,20,10,10,12,6,1,5
"p12183",82,44,33,20,14,7,3,4,2,3
"p12184",59,85,91,77,56,49,48,39,38,34
"p12185",63,78,77,51,48,57,45,39,39,37
"p12186",88,45,31,9,11,6,2,4,5,4
"p12187",93,48,24,21,10,11,5,6,2,1
"p12188",91,36,32,24,11,11,5,3,2,1
"p12189",101,48,26,22,7,13,6,5,2,1
"p12190",87,37,34,25,12,12,10,4,1,3
"p12191",81,45,36,13,8,13,7,5,3,2
"p12192",58,84,78,66,64,57,63,46,39,34
"p12193",95,47,29,21,17,13,7,2,3,2
"p12194",99,45,33,15,15,12,6,3,3,3
"p12195",89,39,43,21,14,14,11,2,2,5
"p12196",70,78,73,64,64,58,58,45,39,35
"p12197",48,103,65,77,73,43,71,43,34,43
"p12198",90,46,28,21,19,8,8,2,4,5
"p12199",64,107,69,63,62,56,51,31,38,57
"p12200",90,40,42,18,11,6,6,5,5,2
"p12201",100,43,21,16,16,8,5,0,3,4
"p12202",88,52,28,31,12,4,8,2,1,5
"p12203",49,71,80,74,60,53,47,42,40,35
"p12204",90,41,22,23,12,7,10,4,1,1
"p12205",89,48,32,27,11,9,7,3,4,2
"p12206",61,81,73,58,62,60,58,41,46,40
"p12207",85,46,33,26,12,14,3,4,3,0
"p12208",57,82,73,68,57,51,48,34,28,38
"p12209",84,48,35,23,19,5,6,5,5,1
"p12210",67,82,75,68,43,47,45,40,37,27
"p12211",73,80,82,77,47,66,41,49,38,35
"p12212",65,78,81,56,64,61,44,43,43,39
"p12213",62,88,61,65,70,60,47,35,56,41
"p12214",84,52,35,15,6,13,8,6,4,2
"p12215",91,46,39,21,8,14,9,1,1,3
"p12216",64,81,77,68,52,51,52,44,31,33
"p12217",93,52,24,16,9,15,8,2,1,5
"p12218",90,46,27,18,18,12,5,4,1,3
"p12219",111,56,32,21,17,14,3,8,4,1
"p12220",55,77,69,51,63,46,34,48,46,43
"p12221",116,35,30,27,12,9,5,5,3,1
"p12222",68,93,79,67,56,54,79,46,44,45
"p12223",62,74,82,71,66,51,53,31,43,37
"p12224",89,51,31,21,12,9,6,5,2,1
"p12225",87,39,31,23,15,10,10,5,2,0
"p12226",115,44,30,23,12,9,8,2,3,0
"p12227",71,80,75,63,76,60,50,43,35,30
"p12228",59,82,85,64,44,58,37,60,30,55
"p12229",65,80,79,71,53,53,48,40,53,28
"p12230",86,42,24,19,12,9,6,2,2,2
"p12231",82,45,36,20,18,9,5,3,1,4
"p12232",65,99,57,81,63,53,52,43,35,35
"p12233",50,75,83,63,68,44,45,35,37,45
"p12234",95,54,27,12,17,9,5,1,4,1
"p12235",54,79,75,72,54,48,42,52,39,43
"p12236",54,71,76,63,66,50,57,43,38,32
"p12237",89,43,32,16,18,9,4,1,5,2
"p12238",61,67,45,61,51,66,56,44,33,32
"p12239",55,87,65,74,53,47,57,30,33,27
"p12240",90,42,42,23,14,13,0,4,3,4
"p12241",89,40,25,18,20,7,7,7,2,2
"p12242",60,95,58,69,52,59,63,49,36,38
"p12243",92,43,36,22,10,9,3,8,1,0
"p12244",87,45,21,22,11,6,4,8,2,0
"p12245",89,51,28,19,8,8,5,5,5,1
"p12246",56,75,75,67,79,52,45,54,48,46
"p12247",54,87,61,76,75,53,49,36,37,39
"p12248",71,77,51,70,62,58,50,57,35,50
"p12249",101,45,32,16,10,6,5,1,1,2
"p12250",72,85,85,70,58,62,52,46,45,31
"p12251",58,58,83,57,41,54,41,45,47,36
"p12252",99,54,27,13,16,3,5,3,5,0
"p12253",52,90,82,56,53,63,52,46,42,41
"p12254",87,48,34,28,13,7,7,2,5,0
"p12255",105,46,32,22,13,7,3,6,2,3
"p12256",87,35,42,15,12,11,5,1,5,0
"p12257",110,54,27,22,17,8,5,7,2,4
"p12258",57,80,79,78,79,53,58,44,52,31
"p12259",75,88,64,58,64,57,54,44,50,50
"p12260",94,36,41,17,14,7,5,2,3,2
"p12261",88,43,32,23,17,9,11,4,4,0
"p12262",43,87,73,79,56,64,54,49,39,53
"p12263",67,52,41,14,18,9,9,3,6,2
"p12264",62,88,69,55,62,63,60,52,37,42
"p12265",83,41,35,37,14,13,7,4,5,0
"p12266",49,80,71,80,50,47,50,44,46,32
"p12267",46,76,88,61,60,48,42,53,45,36
"p12268",65,104,79,68,72,61,35,46,39,41
"p12269",52,70,86,60,54,68,64,59,49,39
"p12270",65,79,76,69,59,41,49,53,39,35
"p12271",88,52,27,22,14,8,1,5,3,3
"p12272",97,48,26,12,19,7,6,2,7,4
"p12273",59,99,76,64,63,47,32,49,40,33
"p12274",59,69,72,67,65,56,51,46,42,39
"p12275",61,66,80,61,54,47,50,54,44,39
"p12276",62,103,81,65,70,57,47,50,38,38
"p12277",89,51,31,24,8,10,9,5,4,2
"p12278",95,43,33,20,11,13,6,2,1,1
"p12279",57,81,67,64,65,50,56,38,39,37
"p12280",57,74,71,86,63,60,52,38,43,37
"p12281",91,38,22,24,16,10,8,4,4,1
"p12282",71,42,43,20,8,10,11,4,2,2
"p12283",52,83,59,73,47,57,46,55,52,44
"p12284",93,43,26,32,11,9,5,5,3,1
"p12285",81,51,21,21,9,10,7,4,2,2
"p12286",108,52,32,14,18,11,3,10,3,1
"p12287",67,86,68,54,65,44,44,40,42,39
"p12288",48,71,76,58,59,46,32,37,47,35
"p12289",70,86,76,64,49,58,58,60,44,37
"p12290",75,80,91,62,58,52,49,37,36,46
"p12291",56,77,64,61,54,60,59,47,41,36
"p12292",100,62,25,19,7,7,4,6,6,0
"p12293",90,55,33,20,12,8,3,4,1,1
"p12294",55,71,86,64,54,53,50,48,34,34
"p12295",53,83,68,77,60,42,46,47,35,45
"p12296",70,67,73,57,62,57,33,46,44,39
"p12297",87,38,25,18,17,11,11,3,0,2
"p12298",84,49,33,14,14,9,2,3,2,0
"p12299",66,84,79,70,59,69,44,43,42,44
"p12300",75,40,24,18,11,10,7,6,1,3
"p12301",103,50,23,24,19,12,4,4,5,2
"p12302",54,100,74,66,66,41,47,41,40,39
"p12303",91,36,28,30,16,8,7,5,3,2
"p12304",57,59,77,74,60,64,68,46,43,34
"p12305",75,48,16,17,15,13,5,2,5,0
"p12306",86,58,30,23,17,10,1,3,4,1
"p12307",67,88,73,74,58,61,59,51,48,36
"p12308",76,42,25,21,13,3,3,2,4,2
"p12309",97,42,32,7,15,8,5,3,7,0
"p12310",94,40,31,22,8,9,7,3,2,2
"p12311",93,43,18,17,12,10,7,6,0,1
"p12312",65,65,61,75,62,49,56,45,47,43
"p12313",62,78,79,60,53,46,42,44,35,35
"p12314",55,81,84,70,61,54,45,32,42,38
"p12315",54,69,58,72,63,50,38,39,42,30
"p12316",57,73,84,68,61,42,56,27,46,39
"p12317",104,55,36,20,11,10,7,7,0,2
"p12318",71,82,83,85,53,60,63,50,31,41
"p12319",66,96,70,73,52,63,58,30,30,33
"p12320",101,46,24,28,13,9,10,4,1,3
"p12321",58,71,62,60,57,62,58,49,46,39
"p12322",59,79,74,60,66,57,41,34,43,39
"p12323",81,67,69,84,64,76,53,35,36,34
"p12324",65,83,85,76,52,57,52,42,44,38
"p12325",91,49,21,18,14,8,7,1,2,4
"p12326",77,83,82,73,52,52,65,47,41,23
"p12327",56,112,79,65,49,55,53,31,29,39
"p12328",99,39,31,18,14,8,9,3,3,2
"p12329",89,45,24,25,17,6,11,8,2,4
"p12330",49,60,81,70,63,64,46,52,41,28
"p12331",97,53,36,17,13,8,5,3,7,2
"p12332",83,36,24,23,15,14,4,2,2,3
"p12333",60,78,72,64,59,46,51,54,35,38
"p12334",79,49,36,15,18,7,5,4,5,0
"p12335",57,83,61,58,71,46,43,31,60,37
"p12336",43,88,66,74,55,69,49,64,37,41
"p12337",67,46,30,21,8,8,5,5,1,0
"p12338",56,70,60,73,65,61,51,45,36,29
"p12339",92,44,31,21,10,13,9,3,4,1
"p12340",57,83,89,61,60,50,50,49,27,28
"p12341",88,36,40,20,16,13,9,3,1,0
"p12342",55,63,69,64,61,59,51,48,44,42
"p12343",99,37,34,17,20,7,5,4,5,4
"p12344",68,66,76,70,54,59,43,28,41,34
"p12345",80,29,29,24,10,9,4,4,3,0
"p12346",64,66,76,65,65,50,44,38,45,28
"p12347",80,49,37,19,14,4,6,2,1,3
"p12348",96,40,29,18,18,12,5,2,3,2
"p12349",85,43,40,18,17,11,2,2,3,2
"p12350",65,88,82,54,62,51,58,53,34,32
"p12351",71,69,80,73,51,48,45,66,40,43
"p12352",54,96,64,69,57,41,43,54,48,42
"p12353",80,48,30,24,14,4,5,3,2,3
"p12354",96,55,22,22,14,11,6,4,2,0
"p12355",53,87,74,67,47,50,51,57,44,34
"p12356",83,43,29,21,13,10,8,10,1,3
"p12357",86,46,24,22,13,10,5,6,4,3
"p12358",85,36,25,22,17,12,3,3,2,2
"p12359",80,34,30,22,13,10,6,3,4,2
"p12360",104,37,24,24,15,12,7,3,1,1
"p12361",59,83,60,68,66,52,53,38,42,40
"p12362",56,84,72,78,58,47,37,33,46,43
"p12363",68,96,63,68,57,56,48,42,42,38
"p12364",103,35,37,21,19,14,10,6,5,1
"p12365",105,41,33,22,16,5,4,5,0,2
"p12366",51,74,73,67,62,51,48,47,34,27
"p12367",84,45,28,17,9,10,9,2,2,3
"p12368",51,102,67,64,72,42,53,45,35,40
"p12369",103,57,30,19,13,5,5,6,4,1
"p12370",69,61,83,54,46,51,58,42,38,38
"p12371",95,47,28,23,11,10,11,3,2,0
"p12372",97,49,30,19,11,7,7,9,2,5
"p12373",114,48,37,20,16,10,4,4,6,7
"p12374",84,42,35,21,11,11,1,6,1,3
"p12375",90,53,35,26,13,5,7,1,6,5
"p12376",70,93,59,65,55,54,46,46,39,25
"p12377",80,46,42,20,12,8,8,6,5,2
"p12378",48,88,65,64,53,46,63,48,42,38
"p12379",101,46,43,19,10,10,8,6,2,2
"p12380",51,97,71,64,67,41,50,40,34,44
"p12381",48,87,88,75,56,51,49,44,40,27
"p12382",76,38,25,21,16,9,3,3,2,3
"p12383",80,61,33,25,14,9,7,0,4,2
"p12384",86,55,24,21,9,4,7,4,3,2
"p12385",90,49,25,16,16,10,7,1,1,4
"p12386",89,38,32,21,12,6,9,3,2,2
"p12387",55,77,68,69,43,48,53,66,41,33
"p12388",63,85,74,63,70,59,47,36,48,27
"p12389",94,40,22,21,12,6,5,4,2,1
"p12390",99,51,29,21,13,4,8,3,3,2
"p12391",92,50,28,27,12,4,4,4,3,1
"p12392",55,80,75,50,52,53,35,48,43,36
"p12393",94,42,25,20,10,5,11,5,4,2
"p12394",95,55,27,23,21,9,8,4,1,2
"p12395",97,42,34,15,17,17,4,7,1,1
"p12396",90,41,22,21,12,9,7,3,2,3
"p12397",54,80,77,51,63,60,56,37,47,33
"p12398",58,75,83,65,68,47,36,36,33,37
"p12399",95,34,31,9,18,8,8,6,1,3
"p12400",86,43,25,21,16,6,5,6,1,2
"p12401",85,56,35,21,18,8,10,6,2,1
"p12402",97,51,27,27,13,10,4,5,0,1
"p12403",110,46,22,22,18,10,6,2,4,2
"p12404",82,56,33,21,15,11,6,6,1,2
"p12405",64,69,79,62,46,63,33,38,51,28
"p12406",57,79,67,57,58,43,39,55,37,32
"p12407",101,49,20,23,7,11,7,0,3,3
"p12408",72,66,69,68,54,54,62,51,46,40
"p12409",60,78,64,56,53,52,48,39,41,49
"p12410",102,50,33,21,18,14,4,4,2,0
"p12411",90,51,26,22,15,6,5,5,5,1
"p12412",95,43,32,17,11,10,6,3,3,2
"p12413",57,79,66,59,61,59,44,39,42,31
"p12414",44,85,80,58,76,47,47,40,28,47
"p12415",100,36,26,19,10,13,3,6,3,1
"p12416",85,39,28,17,14,22,8,5,5,1
"p12417",83,57,26,18,13,6,8,6,5,2
"p12418",97,45,33,22,11,3,1,3,3,1
"p12419",62,93,71,92,70,61,58,43,48,44
"p12420",54,88,80,74,49,50,38,46,40,24
"p12421",80,46,31,22,16,8,8,5,1,1
"p12422",94,39,25,21,12,15,5,2,6,1
"p12423",87,41,46,18,17,7,5,5,2,4
"p12424",101,48,23,24,11,4,7,2,4,1
"p12425",51,82,99,63,59,51,51,45,47,36
"p12426",85,48,38,20,11,4,6,5,1,4
"p12427",56,78,57,52,52,63,55,50,42,47
"p12428",71,78,73,78,55,42,48,56,53,39
"p12429",63,73,64,71,60,54,48,45,40,36
"p12430",85,52,32,19,13,12,6,2,2,5
"p12431",83,47,36,19,13,10,3,5,0,3
"p12432",51,89,60,83,70,56,45,49,38,37
"p12433",98,41,33,17,10,7,5,4,2,2
"p12434",71,74,78,63,55,64,48,35,43,30
"p12435",69,42,50,28,14,11,5,4,1,2
"p12436",58,84,76,77,65,67,56,56,47,31
"p12437",45,92,59,65,82,62,49,42,46,34
"p12438",80,46,39,18,7,9,9,3,3,4
"p12439",81,47,30,32,16,8,6,5,4,4
"p12440",88,47,24,18,9,10,4,2,4,3
"p12441",57,78,74,59,70,51,49,38,34,28
"p12442",93,54,39,17,6,6,8,3,3,2
"p12443",56,78,76,61,57,43,39,44,47,34
"p12444",64,94,91,61,64,46,43,41,42,45
"p12445",63,72,71,56,62,69,44,50,40,46
"p12446",81,41,32,28,7,15,6,2,2,2
"p12447",83,52,29,27,14,4,4,4,3,3
"p12448",100,49,34,21,10,6,6,4,3,0
"p12449",84,47,28,25,16,7,6,4,2,1
"p12450",49,79,82,74,70,51,47,39,44,33
"p12451",95,55,24,24,15,10,3,7,2,0
"p12452",89,47,38,17,8,13,4,2,6,2
"p12453",95,35,29,19,13,5,6,5,1,5
"p12454",83,47,29,13,16,3,0,3,2,4
"p12455",84,42,30,18,14,4,2,4,2,2
"p12456",77,85,70,85,60,64,49,41,38,29
"p12457",54,65,71,60,53,61,52,53,31,45
"p12458",62,92,76,57,63,51,57,44,33,34
"p12459",72,53,39,26,22,9,6,4,3,4
"p12460",102,47,34,23,11,10,2,2,2,2
"p12461",88,51,28,30,17,2,10,4,1,4
"p12462",68,75,86,63,66,63,50,37,52,28
"p12463",63,66,67,80,61,66,69,51,37,36
"p12464",99,50,26,28,11,7,3,4,0,0
"p12465",96,32,30,16,12,7,5,6,1,0
"p12466",56,79,81,60,61,57,44,44,31,41
"p12467",76,48,37,23,15,11,11,7,3,4
"p12468",50,65,87,74,63,59,57,42,47,34
"p12469",47,81,78,60,67,56,52,45,27,27
"p12470",85,36,34,19,10,14,5,6,0,2
"p12471",92,48,40,26,16,12,5,4,2,3
"p12472",83,39,19,18,10,8,6,3,1,0
"p12473",82,46,31,17,14,10,4,5,1,0
"p12474",51,84,76,69,67,40,60,37,54,29
"p12475",88,32,31,19,12,9,8,7,4,5
"p12476",68,82,73,63,57,57,47,42,45,37
"p12477",58,68,84,64,54,57,47,38,38,32
"p12478",52,77,74,72,55,44,44,54,51,32
"p12479",97,35,27,15,16,12,3,2,2,0
"p12480",62,84,51,64,58,49,52,48,31,35
"p12481",53,87,70,59,67,48,53,41,41,30
"p12482",74,27,35,21,16,9,6,5,5,2
"p12483",72,50,27,21,17,10,6,2,1,4
"p12484",97,57,24,15,19,11,3,3,2,1
"p12485",91,38,33,20,16,12,7,3,6,1
"p12486",60,77,65,88,58,54,37,51,39,37
"p12487",72,73,88,69,61,48,44,44,39,32
"p12488",58,72,60,62,66,51,51,39,33,29
"p12489",91,44,30,19,14,8,9,4,1,1
"p12490",104,50,33,21,16,19,11,6,1,3
"p12491",79,48,27,24,15,7,1,4,3,0
"p12492",57,74,92,69,58,59,48,42,37,38
"p12493",65,91,64,55,63,63,46,48,42,36
"p12494",90,50,27,13,9,9,4,1,8,2
"p12495",72,89,70,68,62,55,44,58,35,45
"p12496",81,40,32,23,15,4,6,4,4,1
"p12497",69,89,59,62,80,53,39,51,35,37
"p12498",80,46,29,23,15,5,6,2,2,1
"p12499",88,50,27,17,13,7,10,5,2,2
"p12500",97,37,32,28,13,10,8,4,0,2
"p12501",90,45,31,13,18,8,7,5,6,1
"p12502",96,51,30,18,7,13,8,5,7,2
